Sample_Name,Experiment,Batch,Sample_Time,Day,Vicell_sampletime,Flex_sampletime,Cedex_sampletime,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,pH,CO2,pO2,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,IGG,LDH,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Feed_Time_Offset,Bolus_Feed,Cumulative_Feed,Cumulative_Glucose,Normalized_Bolus_Feed,Cumulative_Normalized_Feed,Cumulative_Normalized_Glucose,Volume,Initial_Volume
AR25-050005232FER2060-01,AR25-050,AR25-050-011,5/23/2025 11:41,8,5/23/2025 11:16,5/23/2025 11:41,5/23/2025 12:35,12.5911,12.0757,95.9,16.75,519,3.4,0.35,2.64,1.7,6.95,5.95,7.33,34.7,53.9,8.07,208.9,18.7,36.2,57.8,7.32,809.5833,246.9533,40,7.45,7.3,7.6,38,-8,11.4,34.2,,0.051107325,0.153321976,,223.06,190
AR25-050005232FER2061-01,AR25-050,AR25-050-012,5/23/2025 11:48,8,5/23/2025 11:18,5/23/2025 11:48,5/23/2025 12:36,3.0039,2.7806,92.6,16.34,418,6.55,0.43,3.67,1.68,5.84,0.23,6.87,135,75.6,9.23,142.2,25.4,141,80.8,6.86,238.537,85.7793,40,6.75,6.6,6.9,38,8,11.4,22.8,,0.060819462,0.121638924,,187.44,190
AR25-050005232FER2062-01,AR25-050,AR25-050-013,5/23/2025 13:16,8,5/23/2025 11:20,5/23/2025 13:16,5/23/2025 12:37,15.6574,15.0272,96,16.37,435,2.23,0.35,3.12,1.05,6.66,2.69,7.44,38.5,40.5,5.99,178.4,26.5,40.2,43.5,7.42,1269.878,358.9013,40,7.45,7.3,7.6,38,8,11.4,22.8,,0.055805757,0.111611514,,204.28,190
AR25-050005232FER2063-01,AR25-050,AR25-050-014,5/23/2025 12:00,8,5/23/2025 11:22,5/23/2025 12:00,5/23/2025 12:38,14.4544,13.8271,95.7,16.35,440,2.3,0.34,3.57,1.03,6.19,3.05,7.45,43.2,37,6.12,183.9,30.7,45.2,39.7,7.44,1227.68,298.5111,40,7.45,7.3,7.6,38,-8,7.6,22.8,,0.036835983,0.110507949,,206.32,190
AR25-050005232FER2064-01,AR25-050,AR25-050-015,5/23/2025 13:26,8,5/23/2025 11:24,5/23/2025 13:26,5/23/2025 12:39,2.065,1.859,90,15.6,457,5.75,0.44,4.45,1.98,6,0.23,6.83,142.8,87.9,11.35,152.4,23.1,130.9,77.4,6.85,237.4907,78.0579,40,6.75,6.6,6.9,35,-8,11.4,34.2,,0.057610673,0.172832019,,197.88,190
AR25-050005232FER2065-01,AR25-050,AR25-050-016,5/23/2025 10:30,8,5/23/2025 11:25,5/23/2025 10:30,5/23/2025 12:43,2.2272,1.9968,89.7,15.59,394,4.37,0.45,5.12,1.44,5.37,,6.85,164.2,85.5,8.12,135.4,27.9,150.4,75.2,6.87,225.0703,79.04,40,6.75,6.6,6.9,35,8,7.6,15.2,,0.042067973,0.084135946,,180.66,190
AR25-050005232FER2066-01,AR25-050,AR25-050-017,5/23/2025 12:17,8,5/23/2025 11:30,5/23/2025 12:17,5/23/2025 12:45,4.7559,4.5277,95.2,16.5,418,7.2,0.44,4.72,1.53,6.5,0.27,6.88,108.9,76.5,9.08,143.7,21.1,113.8,81.9,6.87,356.297,103.9891,40,6.75,6.6,6.9,38,-8,7.6,22.8,,0.04032472,0.12097416,,188.47,190
AR25-050005232FER2067-01,AR25-050,AR25-050-018,5/23/2025 12:34,8,5/23/2025 11:32,5/23/2025 12:34,5/23/2025 12:46,15.5138,15.0157,96.8,15.6,356,5.14,0.41,3.41,0.96,6.39,0.22,7.1,38.3,51.8,6.28,138.5,11.8,37.5,49.9,7.1,1520.085,202.4588,40,7.1,6.95,7.25,36.5,0,9.5,19,,0.050583036,0.101166072,,187.81,190
AR25-050005232FER2068-01,AR25-050,AR25-050-019,5/23/2025 12:40,8,5/23/2025 11:34,5/23/2025 12:40,5/23/2025 12:47,8.4776,8.413,99.2,16.58,436,4.63,0.4,3.17,1.37,6.15,2.2,7.32,56.3,66,7.59,169.2,28.7,51.6,57.6,7.35,690.8047,103.1246,40,7.45,7.3,7.6,35,-8,7.6,22.8,,0.038702449,0.116107348,,196.37,190
AR25-050005232FER2069-01,AR25-050,AR25-050-020,5/23/2025 12:47,8,5/23/2025 11:36,5/23/2025 12:47,5/23/2025 12:47,14.397,13.8486,96.2,16.49,438,2.45,0.37,2.73,0.92,6.29,4.89,7.37,39.8,47.6,4.99,186.8,23.4,41.6,51,7.36,947.5903,231.0541,40,7.45,7.3,7.6,38,8,7.6,15.2,,0.038414881,0.076829761,,197.84,190
AR25-050005232FER2070-01,AR25-050,AR25-050-021,5/23/2025 12:53,8,5/23/2025 11:38,5/23/2025 12:53,5/23/2025 12:51,2.6579,2.2796,85.8,15.42,410,6.09,0.46,4.42,1.63,5.51,,6.75,210.2,84,8.8,139.9,28.8,205.7,81.4,6.75,311.8661,116.5346,40,6.65,6.5,6.8,36.5,0,9.5,19,,0.052249478,0.104498955,,181.82,190
AR25-050005232FER2071-01,AR25-050,AR25-050-022,5/23/2025 13:32,8,5/23/2025 11:40,5/23/2025 13:32,5/23/2025 12:52,2.1677,1.77,81.7,15.01,411,5.47,0.46,4.66,1.64,5.35,,6.76,198.9,84.9,8.87,139.4,28.3,194.6,82.2,6.77,261.7828,126.6338,40,6.65,6.5,6.8,36.5,0,9.5,19,,0.052252351,0.104504703,,181.81,190
AR25-050005232FER2072-01,AR25-050,AR25-050-023,5/23/2025 13:39,8,5/23/2025 11:42,5/23/2025 13:39,5/23/2025 12:52,16.691,16.2747,97.5,15.9,433,1.83,0.36,3.32,0.98,6.02,3.2,7.51,40.7,44.1,5.36,181.4,32.8,39.9,42.6,7.52,1458.458,215.4278,40,7.55,7.4,7.7,36.5,0,9.5,19,,0.047431225,0.094862449,,200.29,190
AR25-050005232FER2073-01,AR25-050,AR25-050-024,5/23/2025 13:45,8,5/23/2025 11:43,5/23/2025 13:45,5/23/2025 12:54,16.3278,15.9876,97.9,16,429,1.83,0.35,3.26,0.9,5.99,3.15,7.51,41.2,47.2,5.37,180.6,32.7,40.3,45.6,7.51,1476.545,211.2533,40,7.55,7.4,7.7,36.5,0,9.5,19,,0.046357293,0.092714585,,204.93,190
AR25-050005242FER2050-01,AR25-050,AR25-050-001,5/24/2025 10:36,9,5/24/2025 11:36,5/24/2025 10:36,5/24/2025 12:57,14.7932,14.1903,95.9,16.04,391,6.63,0.37,3.38,1.61,7.06,0.26,7.06,41.6,51.7,7.78,144.7,11.9,40.7,49.9,7.07,1879.98,350.5237,40,7.1,6.95,7.25,36.5,0,0,28.5,,0,0.146056475,,195.13,190
AR25-050005242FER2051-01,AR25-050,AR25-050-002,5/24/2025 10:42,9,5/24/2025 11:38,5/24/2025 10:42,5/24/2025 12:58,5.2713,4.8335,91.7,16.23,415,9.75,0.42,4.09,1.73,6.9,0.26,6.88,140.8,79,9.23,144.4,26.9,147.1,84.4,6.87,596.8813,198.0405,40,6.75,6.6,6.9,38,8,0,22.8,,0,0.121483376,,187.68,190
AR25-050005242FER2052-01,AR25-050,AR25-050-003,5/24/2025 10:48,9,5/24/2025 11:40,5/24/2025 10:48,5/24/2025 12:59,11.6594,11.3738,97.5,17.29,463,3.84,0.35,3.98,2.24,6.86,1.77,7.34,56.1,61.7,8.47,180,30,51.4,53.8,7.37,1544.085,207.9931,40,7.45,7.3,7.6,35,-8,0,34.2,,0,0.161404502,,211.89,190
AR25-050005242FER2053-01,AR25-050,AR25-050-004,5/24/2025 10:55,9,5/24/2025 11:42,5/24/2025 10:55,5/24/2025 13:00,4.1645,3.6965,88.8,16.17,427,8.3,0.43,5.52,1.98,6,0.21,6.88,167.9,93.6,9.38,145.2,30.3,153.8,82.7,6.9,574.1823,210.8922,40,6.75,6.6,6.9,35,-8,0,22.8,,0,0.121587031,,187.52,190
AR25-050005242FER2054-01,AR25-050,AR25-050-005,5/24/2025 11:01,9,5/24/2025 11:44,5/24/2025 11:01,5/24/2025 13:13,9.5133,9.387,98.7,17.04,469,4.94,0.37,3.37,1.88,6.78,2.55,7.22,41.2,68.8,9.09,177,16.5,37.7,60.1,7.25,869.8014,136.706,40,7.45,7.3,7.6,35,8,0,34.2,,0,0.163129025,,209.65,190
AR25-050005242FER2055-01,AR25-050,AR25-050-006,5/24/2025 11:08,9,5/24/2025 11:46,5/24/2025 11:08,5/24/2025 13:14,6.7894,6.2381,91.9,15.58,456,10.96,0.4,4.71,2.39,7.52,0.28,6.88,130.3,80,10.68,152,24.9,136.1,85.4,6.87,562.2797,229.7214,40,6.75,6.6,6.9,38,-8,0,34.2,,0,0.171583384,,199.32,190
AR25-050005242FER2056-01,AR25-050,AR25-050-007,5/24/2025 11:16,9,5/24/2025 11:48,5/24/2025 11:16,5/24/2025 13:15,14.9956,14.463,96.4,15.87,390,7,0.38,3.4,1.69,6.64,0.28,7.06,49.6,47.1,7.83,146.3,14.1,48.6,45.5,7.07,1534.83,312.6698,40,7.1,6.95,7.25,36.5,0,0,28.5,,0,0.144515998,,197.21,190
AR25-050005242FER2057-01,AR25-050,AR25-050-008,5/24/2025 11:24,9,5/24/2025 11:50,5/24/2025 11:24,5/24/2025 13:16,15.1593,14.6138,96.4,15.83,389,7.01,0.37,3.36,1.74,6.69,0.3,7.07,49.6,44.9,7.82,147.8,14.5,48.6,43.3,7.08,1845.825,304.0281,40,7.1,6.95,7.25,36.5,0,0,28.5,,0,0.146379045,,194.7,190
AR25-050005242FER2058-01,AR25-050,AR25-050-009,5/24/2025 11:31,9,5/24/2025 11:54,5/24/2025 11:31,5/24/2025 13:16,14.285,14.0295,98.2,16.44,399,3.38,0.36,3.89,1.53,5.98,0.51,7.35,48.5,55.4,6.71,155.8,26.6,44.5,48.3,7.38,1610.535,263.1509,40,7.45,7.3,7.6,35,8,0,22.8,,0,0.11775643,,193.62,190
AR25-050005242FER2059-01,AR25-050,AR25-050-010,5/24/2025 11:39,9,5/24/2025 11:56,5/24/2025 11:39,5/24/2025 13:17,4.3016,3.886,90.3,16.56,460,9.07,0.41,5.07,2.36,6.26,,6.85,169.4,84.8,11.09,152.2,28.7,155.3,74.6,6.87,507.3258,177.7083,40,6.75,6.6,6.9,35,8,0,34.2,,0,0.173454379,,197.17,190
AR25-050005242FER2060-01,AR25-050,AR25-050-011,5/24/2025 11:46,9,5/24/2025 11:58,5/24/2025 11:46,5/24/2025 13:18,15.5124,14.8018,95.4,16.57,520,2.61,0.33,2.89,2.14,6.79,5.87,7.35,40.9,55.9,7.56,209.9,22.9,42.7,60,7.33,903.6122,332.657,40,7.45,7.3,7.6,38,-8,0,34.2,,0,0.153136614,,223.33,190
AR25-050005242FER2061-01,AR25-050,AR25-050-012,5/24/2025 11:51,9,5/24/2025 11:59,5/24/2025 11:51,5/24/2025 13:19,3.3556,3.1065,92.6,16.28,464,8.19,0.42,4.97,2.04,6.54,0.23,6.85,136,84.6,11.19,152.5,24.4,142.1,90.3,6.84,256.7801,110.0497,40,6.75,6.6,6.9,38,8,0,34.2,,0,0.173489575,,197.13,190
AR25-050005242FER2062-01,AR25-050,AR25-050-013,5/24/2025 11:58,9,5/24/2025 12:01,5/24/2025 11:58,5/24/2025 13:20,16.1627,15.3574,95,16.73,462,2.84,0.33,2.96,1.7,6.85,2.1,7.47,36,41.9,7.72,185.9,26.5,37.6,45,7.45,1540.71,446.2091,40,7.45,7.3,7.6,38,8,0,34.2,,0,0.159634055,,214.24,190
AR25-050005242FER2063-01,AR25-050,AR25-050-014,5/24/2025 12:11,9,5/24/2025 12:03,5/24/2025 12:11,5/24/2025 13:21,16.6034,15.8986,95.8,16.52,433,1.95,0.33,2.99,0.81,6.32,2.49,7.58,37.8,46.1,5.92,181.2,35.5,39.4,49.4,7.56,1300.921,391.8227,40,7.45,7.3,7.6,38,-8,0,22.8,,0,0.111382511,,204.7,190
AR25-050005242FER2064-01,AR25-050,AR25-050-015,5/24/2025 12:17,9,5/24/2025 12:05,5/24/2025 12:17,5/24/2025 13:22,2.365,2.0937,88.5,16.26,454,6.54,0.43,4.14,1.98,6.23,0.23,6.85,141.5,84.3,11.3,152.1,24.1,129.7,74.1,6.87,267.3873,106.9076,40,6.75,6.6,6.9,35,-8,0,34.2,,0,0.175321679,,195.07,190
AR25-050005242FER2065-01,AR25-050,AR25-050-016,5/24/2025 12:23,9,5/24/2025 12:07,5/24/2025 12:23,5/24/2025 13:23,2.3004,2.0083,87.3,15.67,423,5.59,0.44,4.61,1.64,5.43,,6.82,166,89,9.55,143.2,26.3,152.1,78.4,6.84,264.02,102.1597,40,6.75,6.6,6.9,35,8,0,22.8,,0,0.124155957,,183.64,190
AR25-050005242FER2066-01,AR25-050,AR25-050-017,5/24/2025 12:29,9,5/24/2025 12:11,5/24/2025 12:29,5/24/2025 13:24,5.6137,5.3036,94.5,16.54,410,8.14,0.43,3.5,1.79,6.59,0.28,6.86,114.1,75.2,8.88,142.5,21.1,119.3,80.4,6.85,401.1699,144.6404,40,6.75,6.6,6.9,38,-8,0,22.8,,0,0.122811743,,185.65,190
AR25-050005242FER2067-01,AR25-050,AR25-050-018,5/24/2025 12:35,9,5/24/2025 12:13,5/24/2025 12:35,5/24/2025 13:26,15.3416,14.7817,96.4,15.9,356,7.02,0.38,3.3,1.73,6.62,0.22,7.07,47.7,66,7.71,146.3,13.9,46.6,63.8,7.08,1782.63,303.6927,40,7.1,6.95,7.25,36.5,0,0,28.5,,0,0.145586432,,195.76,190
AR25-050005242FER2068-01,AR25-050,AR25-050-019,5/24/2025 12:42,9,5/24/2025 12:15,5/24/2025 12:42,5/24/2025 13:27,10.211,10.0918,98.8,16.79,431,3.87,0.39,3.46,1.54,6.14,2.52,7.26,40.8,63.8,7.14,169.4,17.9,37.4,55.7,7.28,856.5432,151.1531,40,7.45,7.3,7.6,35,-8,0,22.8,,0,0.116947066,,194.96,190
AR25-050005242FER2069-01,AR25-050,AR25-050-020,5/24/2025 12:48,9,5/24/2025 12:17,5/24/2025 12:48,5/24/2025 13:32,17.5552,16.869,96.1,16.39,454,2.25,0.35,3.03,1.26,6.4,4.02,7.43,39.1,43.8,6.02,190,26.2,40.9,47,7.41,1091.703,314.4571,40,7.45,7.3,7.6,38,8,0,22.8,,0,0.11165524,,204.2,190
AR25-050005242FER2070-01,AR25-050,AR25-050-021,5/24/2025 12:53,9,5/24/2025 12:19,5/24/2025 12:53,5/24/2025 13:34,2.9601,2.4569,83,15.16,440,7.4,0.44,3.88,2.03,6.03,,6.75,202.9,86.6,10.55,149.3,28.1,198.6,83.9,6.75,313.8375,148.1304,40,6.65,6.5,6.8,36.5,0,0,28.5,,0,0.151193634,,188.5,190
AR25-050005242FER2071-01,AR25-050,AR25-050-022,5/24/2025 10:30,9,5/24/2025 12:21,5/24/2025 10:30,5/24/2025 13:35,2.4017,1.8569,77.3,14.72,446,6.58,0.44,4.26,1.99,6.67,,6.72,223.1,91.1,10.62,149.2,28.9,218.2,88.2,6.73,245.1582,157.5731,40,6.65,6.5,6.8,36.5,0,0,28.5,,0,0.149763531,,190.3,190
AR25-050005242FER2072-01,AR25-050,AR25-050-023,5/24/2025 12:59,9,5/24/2025 12:23,5/24/2025 12:59,5/24/2025 13:38,18.7223,18.1782,97.1,16.11,452,2.26,0.34,3.37,1.6,6.39,2.43,7.51,47.4,46.8,6.76,188.8,37.6,46.4,45.2,7.51,1756.515,296.7668,40,7.55,7.4,7.7,36.5,0,0,28.5,,0,0.136808756,,208.32,190
AR25-050005242FER2073-01,AR25-050,AR25-050-024,5/24/2025 13:06,9,5/24/2025 12:25,5/24/2025 13:06,5/24/2025 13:40,18.3605,17.8294,97.1,16.32,449,2.19,0.33,3.2,1.48,6.4,2.48,7.53,41.9,50,6.69,185.7,34.9,41,48.3,7.53,1722.945,288.5752,40,7.55,7.4,7.7,36.5,0,0,28.5,,0,0.13682846,,208.29,190
AR25-050005252FER2050-01,AR25-050,AR25-050-001,5/25/2025 10:36,10,5/25/2025 12:28,5/25/2025 10:36,5/25/2025 14:06,15.3,14.4114,94.2,15.98,386,7.5,0.37,3.53,1.46,7.08,0.26,7.08,38.9,46.9,7.89,148.7,11.6,38,45.3,7.09,2176.41,551.5858,40,7.1,6.95,7.25,36.5,0,9.5,28.5,,0.049080389,0.147241166,,193.56,190
AR25-050005252FER2051-01,AR25-050,AR25-050-002,5/25/2025 10:42,10,5/25/2025 12:30,5/25/2025 10:42,5/25/2025 14:08,5.4902,4.8823,88.9,15.97,409,10.59,0.41,2.95,1.91,7.13,0.26,6.89,137.9,75.8,9.09,142.9,27.3,144,81,6.88,623.2146,275.4675,40,6.75,6.6,6.9,38,8,7.6,22.8,,0.041114417,0.123343251,,184.85,190
AR25-050005252FER2052-01,AR25-050,AR25-050-003,5/25/2025 10:50,10,5/25/2025 12:32,5/25/2025 10:50,5/25/2025 14:09,10.6316,10.2196,96.1,17.59,487,4.03,0.34,3.61,2.35,7.49,1.43,7.39,43.4,56.4,10.08,186.9,25.7,39.8,49.1,7.42,1714.5,278.5048,40,7.45,7.3,7.6,35,-8,11.4,45.6,,0.051462622,0.205850488,,221.52,190
AR25-050005252FER2053-01,AR25-050,AR25-050-004,5/25/2025 10:55,10,5/25/2025 12:34,5/25/2025 10:55,5/25/2025 14:11,3.9413,3.3426,84.8,16.27,449,9.35,0.42,4.71,2.35,6.42,0.21,6.86,165.6,80.4,10.69,151.5,29,151.7,70.5,6.89,607.7667,271.4725,40,6.75,6.6,6.9,35,-8,7.6,30.4,,0.039521581,0.158086323,,192.3,190
AR25-050005252FER2054-01,AR25-050,AR25-050-005,5/25/2025 11:01,10,5/25/2025 12:35,5/25/2025 11:01,5/25/2025 14:17,9.6468,9.4257,97.7,17.48,478,4.1,0.35,3.76,2.31,6.75,2.52,7.33,56.3,60.3,8.64,185.8,29.2,51.6,52.6,7.36,1141.143,194.9454,40,7.45,7.3,7.6,35,8,11.4,34.2,,0.05414648,0.162439441,,210.54,190
AR25-050005252FER2055-01,AR25-050,AR25-050-006,5/25/2025 11:07,10,5/25/2025 12:37,5/25/2025 11:07,5/25/2025 14:19,6.5037,5.8685,90.2,15.55,485,12.07,0.39,3.27,2.79,8.1,0.28,6.86,123.8,77,12.67,161.6,22.9,129.3,82.3,6.85,675.9531,296.1165,40,6.75,6.6,6.9,38,-8,11.4,45.6,,0.054836692,0.21934677,,207.89,190
AR25-050005252FER2056-01,AR25-050,AR25-050-007,5/25/2025 11:14,10,5/25/2025 12:41,5/25/2025 11:14,5/25/2025 14:19,15.5813,14.7372,94.6,16,383,7.25,0.36,3.22,1.53,6.61,0.28,7.1,39.4,48.9,7.68,145,12.1,38.6,47.3,7.1,2114.865,481.0756,40,7.1,6.95,7.25,36.5,0,9.5,28.5,,0.048558577,0.145675731,,195.64,190
AR25-050005252FER2057-01,AR25-050,AR25-050-008,5/25/2025 11:20,10,5/25/2025 12:43,5/25/2025 11:20,5/25/2025 14:24,15.333,14.5291,94.8,15.99,385,7.25,0.36,3.16,1.58,6.58,0.3,7.11,39.3,50.2,7.65,145.5,12.6,38.5,48.4,7.12,2142.03,472.1994,40,7.1,6.95,7.25,36.5,0,9.5,28.5,,0.048730444,0.146191331,,194.95,190
AR25-050005252FER2058-01,AR25-050,AR25-050-009,5/25/2025 11:26,10,5/25/2025 12:45,5/25/2025 11:26,5/25/2025 14:24,13.0203,12.66,97.2,16.72,389,3.73,0.35,3.83,1.53,6.06,0.28,7.45,41.3,55.9,6.64,157.9,28.6,37.8,48.6,7.48,2112.06,370.7469,40,7.45,7.3,7.6,35,8,7.6,22.8,,0.039258226,0.117774678,,193.59,190
AR25-050005252FER2059-01,AR25-050,AR25-050-010,5/25/2025 11:31,10,5/25/2025 12:47,5/25/2025 11:31,5/25/2025 14:25,4.1573,3.67,88.3,16.62,459,10,0.41,4.42,2.69,6.32,,6.85,170.7,85.4,11.11,153.5,29.2,156.4,75.1,6.88,637.6475,231.5315,40,6.75,6.6,6.9,35,8,11.4,34.2,,0.05812175,0.174365249,,196.14,190
AR25-050005252FER2060-01,AR25-050,AR25-050-011,5/25/2025 10:30,10,5/25/2025 12:49,5/25/2025 10:30,5/25/2025 14:26,13.3763,12.6055,94.2,16.74,544,2.92,0.32,3.03,2.12,8.16,5.8,7.35,31.8,52.7,9.29,218,18,33.3,56.6,7.34,1099.489,399.818,40,7.45,7.3,7.6,38,-8,11.4,45.6,,0.04841998,0.193679918,,235.44,190
AR25-050005252FER2061-01,AR25-050,AR25-050-012,5/25/2025 11:38,10,5/25/2025 12:51,5/25/2025 11:38,5/25/2025 14:27,3.6405,3.3233,91.3,16.45,456,9.14,0.41,4.1,2.3,6.88,0.31,6.91,108.3,85.1,11.14,152.6,22.1,113.2,90.8,6.9,331.8381,149.035,40,6.75,6.6,6.9,38,8,11.4,34.2,,0.058127677,0.174383031,,196.12,190
AR25-050005252FER2062-01,AR25-050,AR25-050-013,5/25/2025 11:44,10,5/25/2025 12:53,5/25/2025 11:44,5/25/2025 14:28,15.5182,14.5922,94,16.68,456,2.65,0.31,3.15,1.71,6.75,1.47,7.65,40.7,39.9,7.61,182.7,45.1,42.5,42.8,7.63,1825.635,554.4787,40,7.45,7.3,7.6,38,8,11.4,34.2,,0.053087455,0.159262364,,214.74,190
AR25-050005252FER2063-01,AR25-050,AR25-050-014,5/25/2025 11:50,10,5/25/2025 12:56,5/25/2025 11:50,5/25/2025 14:29,14.6224,13.7122,93.8,16.57,456,2.51,0.3,3.65,1.14,6.12,1.63,7.58,46.9,46.4,7.11,183.4,45,49.1,49.8,7.57,1549.875,478.6189,40,7.45,7.3,7.6,38,-8,7.6,30.4,,0.035719321,0.142877285,,212.77,190
AR25-050005252FER2064-01,AR25-050,AR25-050-015,5/25/2025 11:56,10,5/25/2025 12:58,5/25/2025 11:56,5/25/2025 14:30,2.3076,2.0169,87.4,16.21,486,7.72,0.41,3.52,2.43,6.4,0.23,6.85,139.8,84.8,12.96,159.7,23.6,128.1,74.6,6.87,340.7849,131.3798,40,6.75,6.6,6.9,35,-8,11.4,45.6,,0.055485253,0.22194101,,205.46,190
AR25-050005252FER2065-01,AR25-050,AR25-050-016,5/25/2025 12:11,10,5/25/2025 13:00,5/25/2025 12:11,5/25/2025 13:59,2.6055,2.2603,86.7,15.91,420,6.38,0.44,4.23,1.66,5.71,,6.88,141,89.9,9.58,144.3,25.9,129.3,79.3,6.91,317.0068,128.3701,40,6.75,6.6,6.9,35,8,7.6,22.8,,0.041614193,0.124842578,,182.63,190
AR25-050005252FER2066-01,AR25-050,AR25-050-017,5/25/2025 12:18,10,5/25/2025 13:02,5/25/2025 12:18,5/25/2025 13:59,5.6338,5.2333,92.9,16.85,435,9.08,0.42,4.19,1.96,7.33,0.41,6.9,82.5,79.9,10.09,149.6,16.6,86.3,85.4,6.89,533.8008,187.6941,40,6.75,6.6,6.9,38,-8,7.6,30.4,,0.039298826,0.157195305,,193.39,190
AR25-050005252FER2067-01,AR25-050,AR25-050-018,5/25/2025 12:25,10,5/25/2025 13:03,5/25/2025 12:25,5/25/2025 14:00,15.0459,14.2046,94.4,16.03,386,7.28,0.37,3.09,1.49,6.7,0.22,7.09,39.1,55.2,7.6,144.1,12,38.3,53.3,7.1,2086.02,450.2813,40,7.1,6.95,7.25,36.5,0,9.5,28.5,,0.048457026,0.145371079,,196.05,190
AR25-050005252FER2068-01,AR25-050,AR25-050-019,5/25/2025 12:32,10,5/25/2025 13:05,5/25/2025 12:32,5/25/2025 14:01,10.3402,10.1263,97.9,17.29,461,3.64,0.37,3.64,1.83,6.59,2.21,7.32,54.7,60.7,8.11,181.7,27.9,50.1,52.9,7.35,1060.854,193.0743,40,7.45,7.3,7.6,35,-8,7.6,30.4,,0.03717654,0.148706159,,204.43,190
AR25-050005252FER2069-01,AR25-050,AR25-050-020,5/25/2025 12:39,10,5/25/2025 13:07,5/25/2025 12:39,5/25/2025 14:02,14.9167,14.1888,95.1,16.6,449,1.93,0.33,3.35,0.95,6.39,3.23,7.56,38,48.7,5.96,189.2,34.3,39.7,52.3,7.54,1411.888,391.0583,40,7.45,7.3,7.6,38,8,7.6,22.8,,0.03713476,0.11140428,,204.66,190
AR25-050005252FER2070-01,AR25-050,AR25-050-021,5/25/2025 12:46,10,5/25/2025 13:09,5/25/2025 12:46,5/25/2025 14:02,3.095,2.4849,80.3,15.43,449,8.09,0.44,5.39,2.27,6.32,,6.83,164.6,92.2,10.52,148.5,27.1,161,89.3,6.83,375.3311,182.6042,40,6.65,6.5,6.8,36.5,0,9.5,28.5,,0.050883771,0.152651312,,186.7,190
AR25-050005252FER2071-01,AR25-050,AR25-050-022,5/25/2025 12:52,10,5/25/2025 13:11,5/25/2025 12:52,5/25/2025 14:03,2.2997,1.6717,72.7,14.84,445,7.25,0.44,3.88,2.16,6.13,,6.83,160.8,95.3,10.55,147.9,27,157.3,92.4,6.84,328.1445,195.3286,40,6.65,6.5,6.8,36.5,0,9.5,28.5,,0.051163292,0.153489875,,185.68,190
AR25-050005252FER2072-01,AR25-050,AR25-050-023,5/25/2025 12:58,10,5/25/2025 13:13,5/25/2025 12:58,5/25/2025 14:04,17.0283,16.2646,95.5,16.12,446,2.1,0.32,3.26,1.19,6.37,1.95,7.62,40.7,50.3,6.72,187,42.1,39.9,48.6,7.63,2112.915,394.7772,40,7.55,7.4,7.7,36.5,0,9.5,28.5,,0.045931441,0.137794324,,206.83,190
AR25-050005252FER2073-01,AR25-050,AR25-050-024,5/25/2025 13:04,10,5/25/2025 13:15,5/25/2025 13:04,5/25/2025 14:05,16.7183,15.9847,95.6,16.03,447,2.04,0.32,3.46,1.22,6.36,1.94,7.61,42,50.3,6.74,187.5,42.4,41.1,48.6,7.62,2086.245,375.9499,40,7.55,7.4,7.7,36.5,0,9.5,28.5,,0.045913682,0.137741047,,206.91,190
AR25-050005262FER2050-01,AR25-050,AR25-050-001,5/26/2025 10:36,11,5/26/2025 12:02,5/26/2025 10:36,5/26/2025 13:12,16.3651,15.0373,91.9,16.32,416,9.35,0.36,3.46,1.79,7.54,0.26,7.01,47.8,51.3,9.42,152.3,11.9,46.8,49.5,7.01,2422.11,690.4458,40,7.1,6.95,7.25,36.5,0,0,38,,0,0.188613689,,201.47,190
AR25-050005262FER2051-01,AR25-050,AR25-050-002,5/26/2025 10:42,11,5/26/2025 12:04,5/26/2025 10:42,5/26/2025 13:13,5.89,5.2318,88.8,15.88,445,11.97,0.4,4.71,1.98,7.64,0.26,6.86,137.5,80.7,10.39,147.4,25.3,143.7,86.2,6.85,692.9805,305.7438,40,6.75,6.6,6.9,38,8,0,30.4,,0,0.159128978,,191.04,190
AR25-050005262FER2052-01,AR25-050,AR25-050-003,5/26/2025 10:48,11,5/26/2025 12:06,5/26/2025 10:48,5/26/2025 13:14,10.7034,10.3387,96.6,17.99,486,4.13,0.33,3.95,2.7,7.5,0.99,7.39,53.6,57.3,9.71,185.3,31.8,49.1,49.8,7.42,2170.545,318.9945,40,7.45,7.3,7.6,35,-8,0,45.6,,0,0.207282149,,219.99,190
AR25-050005262FER2053-01,AR25-050,AR25-050-004,5/26/2025 10:55,11,5/26/2025 12:08,5/26/2025 10:55,5/26/2025 13:14,4.1896,3.5221,84.1,16.51,446,10.41,0.42,4.05,2.39,6.58,0.21,6.88,166,85.7,10.59,150.7,29.9,152.1,75.4,6.9,691.4556,326.3366,40,6.75,6.6,6.9,35,-8,0,30.4,,0,0.160439096,,189.48,190
