Batch,Condition,Day,Sample Time,TCC,VCC,Viability,Glucose,Glutamate,Lactate,Osmo,Ammonium,IGG,pH_at_temp,pH_Setpoint,Temperature,Daily_Feed_Normalized,Daily_Glucose_Normalized,Daily_CO2_Volume_Normalized,Controller_pH,Feed A Added,Glucose Added,CO2_Total_Volume,Volume
AR23-014-003,pH: 6.95,12,3/19/2023 12:19,24.46,21.73,88.83892069,3.87,0.47,0.08,327,9.49,2711.4,,6.95,31,0.022809746,0,0.00155521,7.199,18,5.4,3.7,192.9
AR23-014-004,pH: 6.95,12,3/19/2023 12:27,25.19,24.22,96.14926558,1.54,0.32,0.59,333,9.59,4271.04,,6.95,31,0.033864542,0.004482072,0.010956175,7.198,26.9,4.9,13.8,200.8
AR23-014-005,pH: 6.95,12,3/19/2023 12:34,17.88,17.42,97.42729306,2.11,2.34,0.49,344,11.04,3862.83,,6.95,31,0.033864542,0,0.005976096,7.201,26.9,3.3,5.1,200.8
AR23-014-006,pH: 7.01,12,3/19/2023 12:42,24.98,22.32,89.35148118,3.53,1.07,0.06,329,7.54,3603.71,,7.01,31,0.0305,0,0.0015,7.26,24.2,6.1,4.5,200
AR23-014-007,pH: 6.95,12,3/19/2023 12:53,12.16,11.97,98.4375,2.31,3.71,0.11,334,10.65,2490.98,,6.95,31,0.023194518,0.004217185,0.002635741,7.2,18,1.8,1.7,189.7
AR23-014-008,pH: 7.008,12,3/19/2023 13:03,20.77,19.76,95.13721714,3.47,0.38,0.09,323,8.53,3498.72,,7.008,31,0.022797927,0,0.002590674,7.258,18,5.3,4.4,193
AR23-014-009,pH: 7.05,12,3/19/2023 13:14,21.31,20.68,97.04364148,2.63,0.38,0.08,321,7.57,3973.02,,7.05,31,0.029170931,0,0.004094166,7.3,22.4,5.1,4.9,195.4
AR23-014-010,pH: 7.15,12,3/19/2023 13:25,21.58,20.7,95.92215014,3.24,0.45,0.07,317,6.27,3257.78,,7.15,31,0.02289282,0,0.002601457,7.399,18,5.2,1.1,192.2
AR23-014-011,pH: 7.15,12,3/19/2023 13:39,24.15,22.57,93.45755694,2.73,1.25,0.07,321,5.57,4104.18,,7.15,31,0.03364671,0,0,7.349,26.9,6.3,1,202.1
AR23-014-012,pH: 7.074747498,12,3/19/2023 14:04,12.55,12.2,97.21115538,2.95,4.98,0.12,347,7.52,3247.38,,7.074747498,31,0.034034034,0,0.001501502,7.344,26.9,3,0.8,199.8
AR23-014-013,pH: 7.05,12,3/19/2023 14:15,20.22,19.68,97.32937685,2.55,0.39,0.05,319,7.43,4091.48,,7.05,31,0.028890015,0,0.004561581,7.335,22.4,5,5.2,197.3
AR23-014-014,pH: 6.95,12,3/19/2023 14:26,18.39,17.96,97.6617727,2.47,0.53,0.27,330,10.16,3627.84,,6.95,31,0.027137737,0.003584229,0.007168459,7.212,21.5,3.7,5,195.3
AR23-014-015,pH: 7.15,12,3/19/2023 14:36,26.87,26.3,97.8786751,2.12,2.44,0.05,325,5.8,3724.38,,7.15,31,0.033915212,0,0.007481297,7.4,26.9,4.2,2.5,200.5
AR23-014-016,pH: 6.95,12,3/19/2023 14:47,23.93,23.41,97.8269954,2.38,0.32,0.41,339,10.4,3757.86,,6.95,31,0.033983008,0,0.018990505,7.181,26.9,3.9,12.4,200.1
AR23-014-017,pH: 7.15,12,3/19/2023 14:58,21.86,21.3,97.43824337,3.01,0.45,0.05,311,5.99,4245.71,,7.15,31,0.03063787,0,0.001506781,7.396,24.2,5.9,2.3,199.1
AR23-014-018,pH: 6.95,12,3/19/2023 15:08,24.36,23.05,94.62233169,3.72,0.3,0.13,332,8.53,3231,,6.95,31,0.02295253,0,0.004173187,7.21,18,4.9,5.7,191.7
AR23-014-020,pH: 7.15,12,3/19/2023 15:18,10.55,10.23,96.96682464,3.86,6.84,0.83,379,8.92,2050.65,,7.15,31,0.034119418,0,0,7.251,26.9,1.4,0.2,199.3
AR23-014-021,pH: 6.95,12,3/19/2023 15:28,15.3,14.79,96.66666667,2.91,0.67,0.28,337,9.95,3676.73,,6.95,31,0.027123849,0,0.006141249,7.191,21.5,3.8,4.7,195.4
AR23-014-023,DR23-008 Satellites,12,3/19/2023 15:38,26.34,25.17,95.55808656,3.42,0.43,0.07,324,7.34,3941.3,,7.05,31,0.028514257,0,0.002501251,7.294,22.4,6,4.6,199.9
AR23-014-024,DR23-008 Satellites,12,3/19/2023 15:48,23.63,22.52,95.30258146,2.19,0.4,0.07,318,7.54,3939.02,,7.05,31,0.028700906,0.003524673,0.004028197,7.299,22.4,5.4,5.7,198.6
AR23-014-001,pH: 7.15,13,3/20/2023 13:10,19.9,19.22,96.58291457,3.01,1.67,0.08,320,6.06,3987.81,7.33,7.15,31,0,0.006701031,0,7.344,22.4,5.6,0.9,194
AR23-014-002,pH: 7.05,13,3/20/2023 6:06,22.47,21.69,96.52870494,2.67,2.21,0.28,337,,4404.15,7.222,7.05,31,0,0.007,0.0045,7.305,28.1,5,6.7,200
AR23-014-003,pH: 6.95,13,3/20/2023 6:14,21.87,18.71,85.55098308,4.02,1.99,0.39,349,,2996.01,7.113,6.95,31,0,0.004113111,0.001028278,7.207,22.4,5.4,4,194.5
AR23-014-004,pH: 6.95,13,3/20/2023 6:23,26.11,24.99,95.71045576,3.84,2.32,0.29,361,,4623.03,7.135,6.95,31,0,0.004377432,0.01118677,7.196,33.7,5.8,16,205.6
AR23-014-005,pH: 6.95,13,3/20/2023 6:33,15.6,15.13,96.98717949,2.26,3.94,0.55,379,,4127.61,7.132,6.95,31,0,0.00829673,0.004880429,7.206,33.7,3.3,6.3,204.9
AR23-014-006,pH: 7.01,13,3/20/2023 6:42,24.55,21.68,88.3095723,3.79,2.96,0.29,350,,3988.59,7.217,7.01,31,0,0.004426955,0.000983768,7.268,30.3,6.1,4.8,203.3
AR23-014-007,pH: 6.95,13,3/20/2023 6:53,11.96,11.61,97.0735786,4.56,4.27,0.31,362,,2779.7,7.164,6.95,31,0,0,0.002601457,7.212,22.4,2.6,2.2,192.2
AR23-014-008,pH: 7.008,13,3/20/2023 7:02,22.48,21.1,93.86120996,3.41,1.61,0.29,335,,3824.69,7.191,7.008,31,0,0.005652621,0.002569373,7.27,22.4,5.3,4.9,194.6
AR23-014-009,pH: 7.05,13,3/20/2023 9:03,22.2,21.29,95.9009009,2.39,2.05,0.08,334,7.67,4304.87,7.239,7.05,31,0,0.007568113,0.003027245,7.299,28.1,5.1,5.7,198.2
AR23-014-010,pH: 7.15,13,3/20/2023 10:04,22.68,21.39,94.31216931,2.55,2.08,0.1,325,5.9,3359.07,7.352,7.15,31,0,0.007227672,0,7.398,22.4,5.2,1.6,193.7
AR23-014-011,pH: 7.15,13,3/20/2023 11:03,22.57,21.22,94.01860877,2.37,3.41,0.09,331,5.64,4424.42,7.335,7.15,31,0,0.008321096,0,7.38,33.7,6.3,1,204.3
AR23-014-012,pH: 7.074747498,13,3/20/2023 11:11,13.85,13.47,97.25631769,2.9,5.97,0.13,362,8.74,3521.57,7.294,7.074747498,31,0,0.006927264,0.000494805,7.329,33.7,3,1.1,202.1
AR23-014-013,pH: 7.05,13,3/20/2023 11:20,19.82,19.14,96.5691221,2.04,1.76,0.07,330,7.8,4537.19,7.254,7.05,31,0,0.008572869,0.003025719,7.299,28.1,5,6.1,198.3
AR23-014-014,pH: 6.95,13,3/20/2023 11:29,16.68,16.18,97.00239808,3.59,2.14,0.17,350,9.82,4043.46,7.133,6.95,31,0,0.00508647,0.003560529,7.199,26.8,4.4,6.4,196.6
AR23-014-015,pH: 7.15,13,3/20/2023 11:38,25.13,24.44,97.25427776,1.47,3.65,0.08,342,7.03,4216.95,7.364,7.15,31,0,0.009881423,0.003952569,7.364,33.7,4.2,4,202.4
AR23-014-016,pH: 6.95,13,3/20/2023 12:05,20.68,20.04,96.90522244,1.85,2.35,0.28,354,10.71,4374.63,7.131,6.95,31,0,0.009401286,0.012370114,7.15,33.7,3.9,16.2,202.1
AR23-014-017,pH: 7.15,13,3/20/2023 12:15,19.72,19.34,98.07302231,2.37,2.56,0.09,330,6.56,4540.1,7.342,7.15,31,0,0.007477567,0,7.37,30.3,5.9,2.6,200.6
AR23-014-018,pH: 6.95,13,3/20/2023 12:24,22.85,21.35,93.43544858,3.24,1.23,0.17,334,8.91,3543.3,7.123,6.95,31,0,0.005744125,0.002088773,7.195,22.4,4.9,6.5,191.5
AR23-014-020,pH: 7.15,13,3/20/2023 12:33,9.69,9.55,98.55521156,4.33,8.04,0.78,402,9.58,2298.77,7.176,7.15,31,0,0.003968254,0,7.186,33.7,1.4,0.2,201.6
AR23-014-021,pH: 6.95,13,3/20/2023 12:42,15.86,15.66,98.73896595,2.44,2.26,0.22,346,10.91,3933.42,7.131,6.95,31,0,0.007649159,0.003569607,7.193,26.8,3.8,5.9,196.1
AR23-014-023,DR23-008 Satellites,13,3/20/2023 12:51,22.11,20.85,94.30122117,3.01,1.99,0.09,331,7.95,4309.98,7.233,7.05,31,0,0.006470881,0.00099552,7.302,28.1,6,5.1,200.9
AR23-014-024,DR23-008 Satellites,13,3/20/2023 13:01,23.73,22.5,94.81668774,3.54,1.82,0.1,334,7.87,4194.27,7.218,7.05,31,0,0.005491762,0.001997004,7.299,28.1,6.1,6.5,200.3
AR23-014-001,pH: 7.15,14,3/21/2023 8:56,17.73,17.14,96.67230682,4,0.71,0.03,320,5.48,4382.64,7.33,7.15,31,0,0,0,7.318,22.4,6.9,0.9,193.2
AR23-014-002,pH: 7.05,14,3/21/2023 8:30,20.42,19.42,95.10284035,2.82,0.98,0.02,319,7.08,4824.48,7.31,7.05,31,0,0,0,7.302,28.1,6.4,7.6,197.5
AR23-014-003,pH: 6.95,14,3/21/2023 5:34,21.98,18.6,84.62238399,3.78,1.31,0.14,328,7.38,3329.235,7.2,6.95,31,0,0,0,7.208,22.4,6.2,4.2,191.6
AR23-014-004,pH: 6.95,14,3/21/2023 5:43,23.43,22.19,94.70763978,2.77,1.02,0.02,342,7.81,5213.01,7.19,6.95,31,0,0,0,7.194,33.7,6.7,18.3,202.5
AR23-014-005,pH: 6.95,14,3/21/2023 5:53,16.76,16.17,96.4797136,2.82,4.26,0.52,364,9.23,4717.515,7.17,6.95,31,0,0,0,7.204,33.7,5,7.3,202.6
AR23-014-006,pH: 7.01,14,3/21/2023 6:02,23.13,20.19,87.28923476,3.56,2.63,0.02,332,6.58,4521.645,7.24,7.01,31,0,0,0,7.263,30.3,7,5,200.4
AR23-014-007,pH: 6.95,14,3/21/2023 6:12,11.87,11.56,97.38837405,2.2,4.45,0.09,345,10.54,3050.16,7.19,6.95,31,0,0,0,7.21,22.4,2.6,2.7,188.4
AR23-014-008,pH: 7.008,14,3/21/2023 6:21,20.01,18.68,93.35332334,3.71,0.64,0.02,332,7.86,4177.35,7.24,7.008,31,0,0,0,7.263,22.4,6.4,5.4,191.8
AR23-014-009,pH: 7.05,14,3/21/2023 6:32,23.2,22.26,95.94827586,3.36,1.02,0.04,335,6.82,4734.69,7.28,7.05,31,0,0,0,7.304,28.1,6.6,6.3,195.9
AR23-014-010,pH: 7.15,14,3/21/2023 6:41,21.64,20.43,94.40850277,3.72,1.3,0.04,326,5.46,3940.44,7.36,7.15,31,0,0,0,7.383,22.4,6.6,1.6,191.4
AR23-014-011,pH: 7.15,14,3/21/2023 6:51,20.91,19.56,93.54375897,3.4,2.73,0.05,330,4.62,5041.515,7.24,7.15,31,0,0,0,7.278,33.7,8,1,203.7
AR23-014-012,pH: 7.074747498,14,3/21/2023 7:01,12.95,12.73,98.3011583,3.47,7.56,0.13,359,8.02,3881.49,7.31,7.074747498,31,0,0,0,7.325,33.7,4.4,1.2,201.4
AR23-014-013,pH: 7.05,14,3/21/2023 7:11,20.48,19.62,95.80078125,3.54,0.81,0.04,329,6.86,4799.505,7.28,7.05,31,0,0,0,7.305,28.1,6.7,6.7,197.9
AR23-014-014,pH: 6.95,14,3/21/2023 7:20,16.83,16.34,97.08853238,3.47,1.92,0.12,343,8.62,4575.315,7.19,6.95,31,0,0,0,7.204,26.8,5.4,7.1,195.6
AR23-014-015,pH: 7.15,14,3/21/2023 7:31,23.5,22.86,97.27659574,2.95,3.32,0.06,340,5.56,4753.14,7.38,7.15,31,0,0,0,7.399,33.7,6.2,4.8,202
AR23-014-016,pH: 6.95,14,3/21/2023 7:40,18.82,18.21,96.75876727,2.97,1.55,0.25,349,8.27,4904.325,7.18,6.95,31,0,0,0,7.193,33.7,5.8,18.7,201.7
AR23-014-017,pH: 7.15,14,3/21/2023 7:52,19.55,19.03,97.34015345,3.29,1.95,0.05,327,4.99,5007.375,7.33,7.15,31,0,0,0,7.35,30.3,7.4,2.6,200
AR23-014-018,pH: 6.95,14,3/21/2023 8:03,24.83,22.85,92.02577527,4.07,0.43,0.05,337,8.19,3728.745,7.2,6.95,31,0,0,0,7.207,22.4,6,6.9,190.7
AR23-014-020,pH: 7.15,14,3/21/2023 8:20,9.02,8.76,97.11751663,4.11,10.88,0.64,396,8.91,2422.065,7.18,7.15,31,0,0,0,7.173,33.7,2.2,0.2,200.3
AR23-014-021,pH: 6.95,14,3/21/2023 8:30,16.7,16.16,96.76646707,3.53,1.96,0.15,347,8.81,4467.795,7.18,6.95,31,0,0,0,7.202,26.8,5.3,6.6,195.6
AR23-014-023,DR23-008 Satellites,14,3/21/2023 8:38,23.83,22.48,94.33487201,3.77,1.22,0.03,330,6.61,4588.275,7.28,7.05,31,0,0,0,7.301,28.1,7.3,5.3,200.2
AR23-014-024,DR23-008 Satellites,14,3/21/2023 8:48,23.69,22.14,93.45715492,3.78,0.99,0.03,326,6.88,4898.1,7.29,7.05,31,0,0,0,7.304,28.1,7.2,6.9,199.3
